id,target
0,69.2335713913147
1,101.11823910803949
2,66.34490961740381
3,93.1785235146138
4,111.01775759552245
5,41.19936514459409
6,55.24031353802571
7,57.93900805625864
8,43.27664609335137
9,54.141127274039135
10,49.854732424567715
11,73.91023553209126
12,66.5297840526962
13,58.716244044848715
14,102.82191154189965
15,49.50387787470102
16,46.65754761776471
17,76.21908623201873
18,80.54968665751571
19,90.51958863468278
20,51.53375238937251
21,51.28350957771119
22,51.64258033227966
23,55.42773515437625
24,74.01052192656033
25,74.87273731140986
26,91.72875730725585
27,54.97998705892541
28,68.44922076410597
29,81.4061562572221
30,72.36042592062427
31,58.82423446723027
32,64.42345676450535
33,101.46438745860786
34,95.5300936161323
35,67.26402994616302
36,42.19388453314742
37,99.96667516025103
38,93.61655800406353
39,61.96973596694172
40,69.0799163485419
41,61.88195708198662
42,56.54681373377432
43,71.47479656579613
44,52.57617162360814
45,49.03997263083642
46,39.046674308488946
47,86.50943118679297
48,74.99381823912371
49,78.78526474192373
50,71.53429609868424
51,54.4098471443454
52,40.17503646253981
53,50.35264231804474
54,62.04173267632306
55,81.75929091491096
56,64.68175741617775
57,96.73654223620535
58,73.24781003409856
59,68.20357191531969
60,57.44523022457697
61,59.413883161510256
62,98.49664300949053
63,46.1075749836977
64,53.26208777002646
65,51.89667469020702
66,78.67839834603856
67,73.35340589165301
68,111.0693898032748
69,84.07451743683092
70,69.40519387735392
71,97.26475757956408
72,70.73420490215346
73,68.2719762585691
74,57.931123537313184
75,95.6943908795275
76,57.20660669392663
77,64.86912245796572
78,73.45171846262164
79,67.55361438633336
80,88.17472757500508
81,68.08206915792286
82,65.47435200890605
83,55.42190555671551
84,62.50127892531301
85,72.85547499130315
86,46.50656445945955
87,39.5349875444245
88,70.4084817329584
89,54.22079116545344
90,43.15371111934583
91,74.08233257219572
92,64.66291952479314
93,52.92367280082815
94,91.56373180084643
95,64.52043977934191
96,66.70272936913979
97,66.75774443464339
98,72.29957891630904
99,80.1039250346185
100,105.80793417082133
101,78.43650777154005
102,70.76213538639225
103,72.30408656064024
104,53.53220022230799
105,58.929192533795394
106,75.01915196084545
107,57.4334879955562
108,67.07987165897141
109,44.302776908658224
110,60.82650255082032
111,41.457021482001004
112,71.95848945136197
113,89.73499070463627
114,95.94190001499138
115,62.37394499436391
116,84.5513370190459
117,52.45030470415385
118,56.372627001276726
119,54.27269031097471
120,86.56827737861032
121,71.96029517632235
122,74.89502927850535
123,53.42419528527849
124,56.812926229498565
125,43.946283361029046
126,88.21748194236852
127,80.98816787980658
128,76.57637606271086
129,71.0947062553088
130,62.2429072304286
131,56.334042469922935
132,84.76711156068885
133,53.68605243268442
134,46.962607181471114
135,44.42657293693702
136,55.27178515675744
137,55.38843346920881
138,68.98671867356391
139,45.6065017900886
140,59.74467564326695
141,52.60463703159814
142,97.95907049743597
143,55.74568638929276
144,74.06660053033225
145,43.93752715175327
146,65.27746502565093
147,64.9811593558957
148,53.023788983482795
149,90.03717666991271
150,85.74056812676984
151,93.6770407784748
152,107.3137365637578
153,73.6869441024034
154,87.79283728600078
155,62.60255422416904
156,58.187635387947445
157,41.53302234369715
158,52.42106695604774
159,53.32307570846613
160,98.03031695162773
161,70.4077882608061
162,53.505512338423934
163,91.21179395648622
164,72.14600574804489
165,40.51734918608124
166,46.245506176522795
167,64.48269786348624
168,94.05312252614051
169,52.861255826679916
170,71.9875968700346
171,104.30089882724867
172,37.37536640017141
173,84.44949160573003
174,51.59108516101177
175,59.73728754903872
176,60.108582131709404
177,96.72365128650942
178,65.70273364442029
179,94.44115492133486
180,93.11258307460481
181,71.52257280485334
182,62.22973010115891
183,46.45445487232656
184,53.98173420430284
185,55.88206879712582
186,76.47144806082464
187,62.752101999202985
188,73.57466173213288
189,79.90502701462174
190,82.73794124965366
191,104.78895370956675
192,71.80023503941766
193,51.729040217947
194,114.35741430893434
195,44.33338074551148
196,66.2892068715338
197,98.49664300949053
198,104.67756621359699
199,84.63774108522527
200,55.92661471580982
201,66.8045730162002
202,49.93105280624279
203,78.84878082939156
204,48.35542290469676
205,101.51729549674762
206,86.32301600526036
207,95.62868650289789
208,59.71402147844559
209,97.00328838826985
210,53.26208777002646
211,79.6673560592952
212,92.12228659447335
213,50.85421111804637
214,61.747917733212475
215,68.20229543354958
216,86.21020250645705
217,73.421634992371
218,87.7953842294002
219,71.78545040315657
220,64.02360485916653
221,65.0699705452632
222,82.23865334340593
223,73.26500955590735
224,75.35936235549808
225,85.77373990376918
226,73.28691487812864
227,74.37472522430475
228,91.39104837305266
229,63.551418225477406
230,50.574760517083575
231,69.1957592249183
232,73.08589369953764
233,45.86506338742456
234,71.54612039797672
235,91.13506944203445
236,85.27987137748289
237,88.49120358639608
238,50.85840351218621
239,38.73980945154714
240,84.13190282132138
241,93.1494536703594
242,47.73648265934399
243,48.414886595909906
244,57.24054767829681
245,72.31082351416285
246,102.75927252610367
247,88.09772695457886
248,54.87437193954915
249,98.67317095759475
250,100.53812980739214
251,70.82161220886768
252,76.84219353254016
253,47.47859203235916
254,52.57679422209703
255,47.97326242785067
256,64.69532261694899
257,107.52906372776233
258,52.72396874712457
259,53.08064136865606
260,55.239413058610964
261,53.46898401212688
262,55.78743627036454
263,70.18067280180921
264,60.71828723406104
265,41.64106986185723
266,90.52673623619748
267,54.95673827464426
268,93.79113137521105
269,64.50515391183751
270,66.32554480215785
271,67.7975216186603
272,60.505882666847114
273,90.83689150757941
274,76.72039554158548
275,67.06302421275056
276,110.57594579342356
277,44.54630664324016
278,70.56194492938737
279,104.14155892470392
280,52.47038182206019
281,88.12431476916488
282,39.778369571103596
283,84.42619061912181
284,49.055892858025075
285,48.11485389874591
286,78.58258817771338
287,42.18935852207292
288,79.68700213250573
289,85.06152408741681
290,47.01966565930661
291,58.92808200221995
292,100.09429084423364
293,69.12769438733196
294,75.85208478304216
295,80.21399244747019
296,37.10320538526916
297,95.97078663379679
298,40.43037299443441
299,55.97716233116355
300,79.63519066326627
301,96.51236097384583
302,64.1782414382626
303,49.07776822592194
304,53.17637262318796
305,87.8725707720661
306,75.33522249001673
307,60.80206071098196
308,99.36895013112688
309,95.73388409493751
310,66.47178846096091
311,88.07713721415234
312,66.31330865506405
313,47.650639720186845
314,56.96582318094843
315,119.75033510368418
316,60.18278183465552
317,93.6343375381444
318,54.53683569791734
319,63.09026637449412
320,47.145518759529374
321,88.58866447857744
322,106.62081667612473
323,55.963813662789576
324,58.57530707730814
325,96.65624409105156
326,73.33787862780957
327,38.540115600262034
328,56.2256848138362
329,103.16657969201025
330,83.32533879166812
331,55.14795343973945
332,54.302305653440015
333,88.27686932672775
334,56.460785493777365
335,90.95044681271627
336,100.28288158595419
337,54.367064209059485
338,72.13468933046752
339,72.50027685042792
340,32.437902278777806
341,54.51179170449144
342,70.00435202127643
343,62.465088638087664
344,61.36922671091279
345,88.3583841882705
346,54.34840787356572
347,83.47229858456548
348,52.20312387333082
349,73.76425087904497
350,78.57555830316183
351,50.952765668415665
352,47.92204149442514
353,66.86958207590524
354,88.09380190035704
355,47.19138636792563
356,73.55343344363745
357,95.75861691207446
358,87.7960207776221
359,94.6252007285889
360,55.83322745116253
361,60.78331254695697
362,73.83013891757477
363,79.10534891434703
364,77.54156420556157
365,73.91023553209126
366,66.57376084439053
367,47.583011688779656
368,83.9249429991076
369,62.372892201490615
370,58.56375086143982
371,106.56518458522363
372,65.11748215075328
373,73.61221129052777
374,70.97455885742185
375,94.51902204337543
376,86.63519298617805
377,47.81422615928125
378,40.17503646253981
379,81.06751010926706
380,89.98888770530132
381,63.54373694923299
382,57.92961648645471
383,55.849410192378244
384,72.95035813194055
385,72.38011686624834
386,55.91749256545877
387,82.39178715744443
388,101.89757240740714
389,101.6939587167317
390,56.56616789654528
391,88.99472785674173
392,56.1617852889084
393,78.89109375536351
394,91.94186192298363
395,71.24721457978445
396,57.822322586971154
397,96.46912148350835
398,93.95302151604538
399,59.24038527216701
