id,target
1,69.2335713913147
2,100.54736484908248
3,66.34490961740383
4,93.1785235146138
5,109.26861863586444
6,41.19936514459408
7,55.2403135380257
8,57.93900805625864
9,43.33572055040743
10,54.141127274039135
11,49.854732424567715
12,73.91023553209126
13,68.38250776715162
14,58.7162440448487
15,104.1116387298705
16,48.93407007728151
17,46.35003876144165
18,76.21908623201873
19,80.54968665751571
20,90.58674364541466
21,51.533752389372495
22,51.11892917430705
23,51.27048498348836
24,55.42773515437625
25,74.01052192656034
26,74.87273731140988
27,90.8002331662841
28,54.97998705892542
29,68.44922076410597
30,81.4061562572221
31,74.03103871786773
32,58.82423446723026
33,66.09406956174882
34,99.51518508308051
35,93.99852627108109
36,67.26402994616299
37,42.19388453314741
38,99.63022307614612
39,91.66735562853623
40,61.96973596694171
41,69.07991634854191
42,61.88195708198662
43,56.546813733774314
44,71.47479656579614
45,52.57617162360813
46,49.57561270422629
47,39.04667430848894
48,86.50943118679294
49,74.99381823912371
50,78.7852647419237
51,71.15938008183477
52,54.4098471443454
53,40.23411091959588
54,50.35264231804473
55,62.04173267632305
56,81.75929091491098
57,64.42800629077419
58,96.80803956027516
59,74.91842283134206
60,68.2035719153197
61,57.44523022457697
62,59.41388316151027
63,97.35855881413208
64,46.107574983697695
65,53.26208777002646
66,51.896674690207014
67,80.11406375275232
68,75.0240186888965
69,110.12019281572641
70,84.0969443484218
71,69.40519387735394
72,97.26475757956409
73,70.73420490215346
74,68.2719762585691
75,57.34759649949344
76,94.41195516189563
77,57.20660669392663
78,64.8691224579657
79,73.45171846262164
80,67.55361438633335
81,88.74560183396208
82,68.08206915792286
83,65.56758803910417
84,55.421905556715494
85,62.501278925313
86,74.52608778854663
87,46.50656445945955
88,39.534987544424496
89,72.0790945302019
90,54.22079116545343
91,43.153711119345836
92,74.08233257219572
93,64.66291952479315
94,52.92367280082814
95,91.56373180084643
96,64.52043977934188
97,66.70272936913979
98,66.75774443464339
99,72.29957891630906
100,80.10392503461851
101,105.97635168298467
102,77.86563351258307
103,70.76213538639225
104,72.31629977514883
105,53.532200222307985
106,58.929192533795394
107,75.01915196084546
108,57.43348799555618
109,67.0798716589714
110,44.302776908658224
111,60.468852668805546
112,41.457021482001
113,71.387615192405
114,89.7349907046363
115,96.51277427394834
116,62.373944994363896
117,84.5513370190459
118,52.45030470415385
119,56.37262700127672
120,54.33176476803078
121,87.13915163756725
122,73.63090797356583
123,74.89502927850533
124,53.424195285278486
125,56.81292622949855
126,43.76078412690944
127,88.74945577419852
128,80.98816787980658
129,76.57637606271088
130,71.09470625530881
131,62.24290723042859
132,56.334042469922935
133,84.5400189520159
134,53.68605243268441
135,46.962607181471114
136,44.42657293693701
137,55.27178515675743
138,55.38843346920881
139,68.98671867356391
140,45.66557624714467
141,59.372580294475654
142,52.60463703159813
143,97.95907049743599
144,55.74568638929274
145,74.06660053033227
146,43.937527151753265
147,65.27746502565091
148,64.9811593558957
149,53.02378898348279
150,88.91130568906286
151,85.72341689238095
152,92.39460506084293
153,105.22814551999485
154,73.68694410240343
155,87.2571972126109
156,62.60255422416903
157,58.18763538794744
158,41.533022343697155
159,52.42106695604773
160,53.32307570846612
161,98.0303169516277
162,70.40778826080611
163,53.56458679548001
164,90.0737097611278
165,71.83849689172186
166,40.51734918608123
167,45.873410827731504
